id,name,gender,country,birth,death,complexity
629,Рокуэлл Кент,1,USA,1882,1971,3
631,Орест Кипренский,1,,,,2
632,Вильгельм Трюбнер,1,,,,3
633,Габриэль Макс,1,,,,3
634,Ян Вермеер,1,,,,1
635,Николай Ярошенко,1,,,,3
637,Маттиас Стомер,1,,,,3
638,Павел Корин,1,,,,3
639,Владимир Плотников,1,,,,3
640,Ян Слёйтерс,1,,,,3
641,Джон Гримшоу,1,,,,2
642,Герман Эшке,1,,,,3
643,Йон Бауэр,1,,,,3
644,Карл Густав Карус,1,,,,3
645,Харальд Оскар Сольберг,1,,,,3
646,Александр Калам,1,,,,3
647,Александр Иванов,1,,,,2
648,Гастон Рено,1,,,,3
649,Ари Шеффер,1,France,1795,1858,3
650,Феликс Валлоттон,1,,,,3
651,Жан-Франсуа Рафаэлли,1,,,,3
652,Пол Пил,1,,,,3
653,Жорж де Латур,1,,,,2
654,Уолтер Крейн,1,,,,3
656,Джузеппе Бертини,1,,,,3
657,Бэнкси,1,,,,1
658,Йозеф Мандл,1,,,,3
659,Георг Фридрих Керстинг,1,,,,3
660,Эрих Плонтке,1,Germany,1889,1936,3
661,Антонио Ротта,1,,,,3
662,Вигго Юхансен,1,,,,3
663,Джованни Паоло Панини,1,,,,3
665,Джон Вуттон,1,,,,3
666,Гюстав Фрепон,1,,,,3
667,Алекс Колвилл,1,,,,3
669,Габриэль Паленсия,1,,,,3
670,Сергей Виноградов,1,,,,3
671,Карл Генрих Блох,1,,,,3
672,Фрэнк Бернард Дикси,1,,,,3
673,Поль Жозеф Жамен,1,,,,3
674,Альберт Гертер,1,,,,3
675,Люсьен Леви-Дюрмэ,1,France,1865,1953,3
676,Джотто ди Бондоне,1,Italy,1266,1337,3
678,Иосиф Крачковский,1,,,,3
679,Рома Рибера,1,,,,3
680,Генри Реберн,1,,,,3
681,Лев Соловьев,1,,,,3
682,Джон Стэнхоуп,1,,,,3
683,Шарль Эдуард Эдмон Делорт,1,,,,3
684,Жан Дельвиль,1,,,,3
685,Бернардо Строцци,1,,,,3
687,Уильям Белл Скотт,1,,,,3
688,Жоан Миро,1,Spain,1893,1983,3
689,Висенте Кутанда,1,Spain,1850,1925,3
690,Теодор Жерико,1,,,,2
691,Франческо Гварди,1,,,,3
692,Франс Халс,1,,,,3
693,Федор Рокотов,1,,,,3
694,Уолтер Лэнгли,1,,,,3
696,Девид Бейли,1,,,,3
697,Джулио Романо,1,Italy,1499,1546,3
698,Ричард Купер,1,,,,3
699,Гектор Джакомелли,1,,,,3
700,Джошуа Рейнольдс,1,England,1723,1792,3
701,Аксель Револьд,1,,,,3
703,Хосе Бенлиуре,1,,,,3
704,Николай Дубовской,1,,,,3
705,Франтишек Купка,1,,,,3
707,Норман Роквелл,1,,,,2
708,Виктор Васнецов,1,,,,1
709,Карл Фредерик фон Бреда,1,,,,3
710,Симеон Шарден,1,,,,3
711,Феликс Дженевейн,1,,,,3
712,Хосе Хименес Аранда,1,,,,3
713,Альфред Сислей,1,,,,2
715,Арсений Мещерский,1,,,,3
716,Мартен ван Хемскерк,1,,,,3
717,Питер Буль,1,,,,3
718,Гастон Бетюн,1,,,,3
719,Россо Фьорентино,1,,,,3
720,Филиппино Липпи,1,Italy,1457,1504,3
721,Джон Расселл,1,,,,3
722,Анри де Тулуз-Лотрек,1,,,,2
723,Джозеф Кларк,1,,,,3
724,Александр Отто Стихарт,1,,,,3
725,Виталий Тихов,1,,,,3
726,Георг Гросс,1,,,,3
727,Джон Эверетт Милле,1,,,,2
728,Жан-Франсуа Колсон,1,,,,3
729,Карел Фабрициус,1,,,,3
730,Томас Коул,1,,,,3
732,Карл Кристиан Генрих Наль,1,,,,3
733,Ганс Ларвин,1,,,,3
734,Якуб Шиканедер,1,,,,3
735,Жюль-Сириль Каве,1,,,,3
736,Жан-Батист Грёз,1,,,,3
737,Дезире Томассин,1,,,,3
738,Рафаэль Санти,1,,,,1
739,Кацусика Хокусай,1,Japan,1760,1849,2
740,Джон Генри Твахтман,1,,,,3
741,Макс Клингер,1,,,,3
742,Адольф Хиреми-Хиршль,1,,,,3
743,Карл Хейлмайер,1,,,,3
744,Григорий Мясоедов,1,,,,3
745,Владимир Поленов,1,,,,1
746,Виллем Дрост,1,,,,3
748,Николай Дмитриев-Оренбургский,1,,,,3
749,Николай Скадовский,1,,,,3
750,Франсиско де Сурбаран,1,,,,2
751,Михай Мункачи,1,,,,3
752,Альфред Бесталл,1,,,,3
753,Уильям Холман Хант,1,,,,3
754,Никола Пуссен,1,,,,3
755,Виктор Борисов-Мусатов,1,,,,3
756,Майкл Хайнбрук,1,,,,3
757,Жан-Жак Эннер,1,,,,3
758,Франческо Хайес,1,,,,3
759,Ловис Коринт,1,Germany,1858,1925,3
761,Андреа Мантенья,1,,,,3
762,Джузеппе Санмартино,1,,,,3
763,Эдмунд Блэр Лейтон,1,,,,2
764,Чарльз Кортни Каран,1,,,,3
765,Джон Твахтман,1,,,,3
766,Франц Ксавер Винтерхальтер,1,,,,3
767,Питер Пауль Рубенс,1,,,,1
768,Кристиан Крог,1,,,,3
769,Жорж Сёра,1,France,1859,1891,2
770,Эдуард Сибо,1,France,1799,1877,3
771,Ян Кляйнтьес,1,Holland,1872,1955,3
773,Генрих Семирадский,1,Russia,1843,1902,3
774,Генрих Лоссов,1,Germany,1843,1897,3
775,Хулио Ромеро де Торрес,1,Spain,1874,1930,3
776,Фаустино Бокки,1,Italy,1659,1742,3
777,Фридрих Паоло Нерли,1,Italy,1842,1919,3
778,Олег Коровин,1,Russia,1915,2002,3
779,Якопо Виньяли,1,Italy,1592,1664,3
780,Эмиль Бен,1,France,1825,1897,3
781,Константин Юон,1,Russia,1875,1958,3
784,Артур Хьюз,1,England,1832,1915,3
785,Гюстав Буланже,1,France,1824,1888,3
786,Каспар Давид Фридрих,1,Germany,1774,1840,3
787,Николай Фешин,1,Russia,1881,1955,3
788,Амели Бори-Сорель,2,France,1848,1924,3
790,Эжен Фредрик Янсон,1,Sweden,1862,1915,3
791,Архип Куинджи,1,Russia,1842,1910,1
792,Жозе Жулиу де Соуза Пинту,1,Portugal,1856,1939,3
793,Джеймс Энсор,1,Belgium,1860,1949,3
794,Жан Леон Анри Гувелос,1,Belgium,1865,1943,3
795,Генри Джонс Тадеус,1,Ireland,1859,1929,3
796,Рашель Рюйш,2,Holland,1664,1750,3
797,Джеймс Сент,1,England,1820,1916,3
798,Эдвард Моран,1,USA,1829,1901,3
799,Василий Максимов,1,Russia,1844,1911,3
800,Ева Гонсалес,2,France,1849,1883,3
802,Уильям Сидней Маунт,1,USA,1807,1868,3
803,Гвидо Филипп Шмитт,1,Germany,1834,1922,3
804,Петер Мёрк Мёнстед,1,Denmark,1859,1941,3
805,Микеланджело Буонарроти,1,Italy,1475,1564,1
806,Эдвард Роберт Хьюз,1,England,1851,1914,3
807,Эдвард Окунь,1,Poland,1872,1945,3
808,Петр Кончаловский,1,Russia,1876,1956,3
809,Винченцо Каприле,1,Italy,1856,1936,3
810,Василий Верещагин,1,Russia,1842,1904,1
811,Карл Шинкель,1,Germany,1781,1841,3
812,Геркулес Сегерс,1,Holland,1589,1638,3
813,Жюль Жозеф Лефевр,1,France,1834,1912,3
815,Губерт фон Геркомер,1,Germany,1849,1914,3
816,Уильям Чарльз Пенн,1,England,1877,1968,3
817,Николай Рерих,1,Russia,1874,1947,1
818,Уильям Моу Эгли,1,England,1826,1916,3
819,Фридрих фон Амерлинг,1,Austria,1803,1887,3
820,Нильс Петер Расмуссен,1,Denmark,1847,1918,3
821,Антонио Корреджо,1,Italy,1489,1534,3
822,Лауриц Андерсен Ринг,1,Denmark,1854,1933,3
823,Реми Когге,1,Belgium,1854,1935,3
824,Карл Ларссон,1,Sweden,1853,1919,3
825,Браун Дюран,1,USA,1796,1886,3
826,Наталья Гончарова,2,Russia,1881,1962,3
827,Павел Вениг,1,Russia,1870,1942,3
828,Гийом Дюбюф,1,France,1853,1909,3
830,Чезаре Саккаджи,1,Italy,1868,1934,3
831,Джон Синглтон Копли,1,England,1738,1815,3
832,Андрей Рябушкин,1,Russia,1861,1904,3
833,Леонардо да Винчи,1,Italy,1452,1519,1
834,Мари Бракемон,2,France,1840,1916,3
838,Вильям Аллан,1,Scotland,1782,1850,3
839,Герард Давид,1,Holland,1460,1523,3
841,Питер де Хох,1,Holland,1629,1684,3
842,Дэвид Хокни,1,England,1937,,2
840,Фиделия Бриджес,2,USA,1834,1923,3
843,Ян Мостарт,1,Holland,1475,1555,3
845,Ефим Волков,1,Russia,1844,1920,3
846,Жозеф Дюкре,1,France,1735,1802,3
849,Фирс Журавлёв,1,Russia,1836,1901,3
851,Петрус Кристус,1,Holland,1410,1475,3
853,Чайльд Гассам,1,USA,1859,1935,3
847,Франсуа Буше,1,France,1703,1770,2
854,Джон Сингер Сарджент,1,USA,1856,1925,2
855,Жан Огюст Доминик Энгр,1,France,1780,1867,3
856,Игорь Попов,1,Russia,1927,1999,3
857,Франческо Айец,1,Italy,1791,1882,3
858,Камиль Коро,1,France,1796,1875,2
859,Виктор Шиверт,1,Romania,1863,1926,3
861,Николай Ге,1,Russia,1831,1894,1
870,Ирвинг Уайлс,1,USA,1861,1948,3
871,Говерт Флинк,1,Holland,1615,1660,3
874,Адольф Менцель,1,Germany,1815,1905,3
875,Луи Гаг,1,England,1806,1885,3
862,Берта Моризо,2,France,1841,1895,3
876,Оскар Кокошка,1,Austria,1886,1980,2
869,Джироламо Индуно,1,Italy,1825,1890,3
878,Огюст Тульмуш,1,France,1829,1890,3
879,Соломон Джозеф Соломон,1,England,1860,1927,3
873,Бартоломе Мурильо,1,Spain,1617,1682,3
881,Фриц Эбель,1,Germany,1835,1895,3
882,Питер Клас,1,Holland,1596,1661,3
883,Эдвард Джон Пойнтер,1,England,1836,1919,3
884,Гуго Мерле,1,France,1822,1881,3
885,Эдвард Хоппер,1,USA,1882,1967,2
888,Франц фон Штук,1,Germany,1863,1928,3
880,Харада Наодзиро,1,Japan,1863,1899,3
889,Гаэтано Чиерици,1,Italy,1838,1920,3
890,Эмиль Клаус,1,Belgium,1849,1924,3
891,Хендрик Аверкамп,1,Holland,1585,1634,3
892,Аристарх Лентулов,1,Russia,1882,1943,3
893,Федор Толстой,1,Russia,1783,1873,3
894,Вильям Бугро,1,France,1825,1905,2
895,Марсель Дюшан,1,France,1887,1968,3
896,Питер Артсен,1,Holland,1508,1575,3
898,Люк Филдс,1,England,1844,1927,3
901,Джордж Элгар Хикс,1,England,1824,1914,3
903,Феликс Жозеф Барриа,1,France,1822,1907,3
904,Поль Синьяк,1,France,1863,1935,2
907,Джозеф Сталларт,1,Belgium,1825,1903,3
909,Эдгар Банди,1,England,1862,1922,3
910,Аполлинарий Васнецов,1,Russia,1856,1933,3
899,Рафаэль Пил,1,USA,1774,1825,3
906,Джорджия О'Кифф,2,USA,1887,1986,3
835,Гарри Моррис,1,Belgium,1923,2001,3
916,Герберт Томас Дикси,1,England,1862,1942,3
917,Эдвард Коли Бёрн-Джонс,1,England,1833,1898,3
918,Маттиас Стом,1,Holland,1600,1652,3
919,Этьен Клемантель,1,France,1864,1936,3
922,Николай Терпсихоров,1,Russia,1890,1960,3
923,Лидия Бродская,2,Russia,1910,1991,3
915,Джордж Спенсер Уотсон,1,England,1869,1934,3
